away_pitcher,away_team,condition,date,final_score_away,final_score_home,first_inning_run_scored,first_inning_runs_away,first_inning_runs_home,game_id,home_pitcher,home_team,temperature,venue,wind
J.P. France,Houston Astros,Clear,2023-05-23,0,6,0,0,0,718056,Colin Rea,Milwaukee Brewers,73,American Family Field,"4 mph, In From RF"
Eury Pérez,Miami Marlins,Partly Cloudy,2023-05-23,4,5,1,1,0,718051,Austin Gomber,Colorado Rockies,75,Coors Field,"5 mph, R To L"
Brayan Bello,Boston Red Sox,Overcast,2023-05-23,0,4,1,0,1,718053,Griffin Canning,Los Angeles Angels,62,Angel Stadium,"4 mph, Out To RF"
Luis Medina,Oakland Athletics,Cloudy,2023-05-23,2,3,1,2,0,718050,Marco Gonzales,Seattle Mariners,62,T-Mobile Park,"2 mph, Out To LF"
Martín Pérez,Texas Rangers,Sunny,2023-05-24,3,2,1,3,0,718045,Johan Oviedo,Pittsburgh Pirates,70,PNC Park,"7 mph, Out To CF"
Zac Gallen,Arizona Diamondbacks,Sunny,2023-05-24,5,6,1,1,0,718043,Ranger Suárez,Philadelphia Phillies,77,Citizens Bank Park,"4 mph, Out To CF"
Anthony DeSclafani,San Francisco Giants,Cloudy,2023-05-24,1,7,1,0,1,718047,Joe Ryan,Minnesota Twins,70,Target Field,"11 mph, In From CF"
Michael Kopech,Chicago White Sox,Partly Cloudy,2023-05-24,6,0,0,0,0,718048,Cal Quantrill,Cleveland Guardians,67,Progressive Field,"6 mph, In From CF"
Brandon Bielak,Houston Astros,Roof Closed,2023-05-24,0,4,1,0,2,718046,Adrian Houser,Milwaukee Brewers,65,American Family Field,"0 mph, None"
Steven Matz,St. Louis Cardinals,Partly Cloudy,2023-05-24,3,10,1,0,4,718041,Ben Lively,Cincinnati Reds,80,Great American Ball Park,"8 mph, L To R"
Yusei Kikuchi,Toronto Blue Jays,Dome,2023-05-24,3,7,1,0,1,718044,Shane McClanahan,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Ryan Weathers,San Diego Padres,Clear,2023-05-24,3,5,0,0,0,718052,Trevor Williams,Washington Nationals,79,Nationals Park,"7 mph, Out To CF"
Tyler Wells,Baltimore Orioles,Overcast,2023-05-24,9,6,0,0,0,718040,Nestor Cortes,New York Yankees,62,Yankee Stadium,"12 mph, In From LF"
Tony Gonsolin,Los Angeles Dodgers,Partly Cloudy,2023-05-24,3,4,0,0,0,718042,Bryce Elder,Atlanta Braves,77,Truist Park,"5 mph, Out To RF"
Matthew Boyd,Detroit Tigers,Cloudy,2023-05-24,6,4,0,0,0,718039,Zack Greinke,Kansas City Royals,76,Kauffman Stadium,"6 mph, R To L"
Kodai Senga,New York Mets,Clear,2023-05-24,2,4,0,0,0,718038,Marcus Stroman,Chicago Cubs,51,Wrigley Field,"17 mph, In From CF"
Sandy Alcantara,Miami Marlins,Partly Cloudy,2023-05-24,10,2,1,0,1,718036,Karl Kauffmann,Colorado Rockies,67,Coors Field,"3 mph, Out To CF"
James Paxton,Boston Red Sox,Cloudy,2023-05-24,3,7,0,0,0,718034,Tyler Anderson,Los Angeles Angels,64,Angel Stadium,"8 mph, R To L"
Austin Pruitt,Oakland Athletics,Clear,2023-05-24,1,6,0,0,0,718037,Bryce Miller,Seattle Mariners,67,T-Mobile Park,"9 mph, L To R"
Miles Mikolas,St. Louis Cardinals,Partly Cloudy,2023-05-25,2,1,0,0,0,718030,Luke Weaver,Cincinnati Reds,65,Great American Ball Park,"6 mph, Varies"
Alek Manoah,Toronto Blue Jays,Dome,2023-05-25,3,6,1,1,2,718032,Zach Eflin,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Braxton Garrett,Miami Marlins,Partly Cloudy,2023-05-25,6,7,0,0,0,718033,Kyle Freeland,Colorado Rockies,73,Coors Field,"3 mph, Out To LF"
Blake Snell,San Diego Padres,Sunny,2023-05-25,8,6,1,0,1,718035,Jake Irvin,Washington Nationals,70,Nationals Park,"3 mph, In From RF"
Lucas Giolito,Chicago White Sox,Clear,2023-05-25,2,7,0,0,0,718031,Alex Faedo,Detroit Tigers,62,Comerica Park,"8 mph, L To R"
Kyle Gibson,Baltimore Orioles,Clear,2023-05-25,3,1,0,0,0,718029,Clarke Schmidt,New York Yankees,66,Yankee Stadium,"10 mph, L To R"
Aaron Nola,Philadelphia Phillies,Partly Cloudy,2023-05-25,5,8,1,0,2,718026,Dylan Dodd,Atlanta Braves,80,Truist Park,"6 mph, L To R"
Carlos Carrasco,New York Mets,Clear,2023-05-25,10,1,1,1,1,718024,Kyle Hendricks,Chicago Cubs,52,Wrigley Field,"16 mph, In From CF"
Scott Alexander,San Francisco Giants,Roof Closed,2023-05-25,5,0,0,0,0,718028,Julio Teheran,Milwaukee Brewers,65,American Family Field,"0 mph, None"
JP Sears,Oakland Athletics,Clear,2023-05-25,2,3,1,2,1,718025,Logan Gilbert,Seattle Mariners,76,T-Mobile Park,"2 mph, Out To RF"
Hunter Greene,Cincinnati Reds,Sunny,2023-05-26,9,0,1,2,0,718027,Justin Steele,Chicago Cubs,59,Wrigley Field,"10 mph, In From CF"
Noah Syndergaard,Los Angeles Dodgers,Dome,2023-05-26,3,9,1,1,2,718018,Jalen Beeks,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Lance Lynn,Chicago White Sox,Clear,2023-05-26,12,3,1,3,1,718021,Joey Wentz,Detroit Tigers,71,Comerica Park,"9 mph, L To R"
Jon Gray,Texas Rangers,Clear,2023-05-26,12,2,1,0,1,718020,Grayson Rodriguez,Baltimore Orioles,73,Oriole Park at Camden Yards,"7 mph, In From RF"
Joe Musgrove,San Diego Padres,Clear,2023-05-26,5,1,0,0,0,718023,Randy Vásquez,New York Yankees,72,Yankee Stadium,"8 mph, Out To RF"
Matthew Liberatore,St. Louis Cardinals,Clear,2023-05-26,3,4,0,0,0,718022,Shane Bieber,Cleveland Guardians,63,Progressive Field,"14 mph, In From CF"
Taijuan Walker,Philadelphia Phillies,Clear,2023-05-26,6,4,0,0,0,718019,Jared Shuster,Atlanta Braves,76,Truist Park,"7 mph, L To R"
Patrick Corbin,Washington Nationals,Clear,2023-05-26,12,10,1,1,0,718014,Jordan Lyles,Kansas City Royals,79,Kauffman Stadium,"9 mph, In From RF"
Kevin Gausman,Toronto Blue Jays,Clear,2023-05-26,3,1,0,0,0,718013,Louis Varland,Minnesota Twins,79,Target Field,"9 mph, R To L"
Alex Wood,San Francisco Giants,Roof Closed,2023-05-26,15,1,1,0,1,718017,Freddy Peralta,Milwaukee Brewers,67,American Family Field,"0 mph, None"
Max Scherzer,New York Mets,Partly Cloudy,2023-05-26,5,2,1,2,0,718016,Connor Seabold,Colorado Rockies,63,Coors Field,"9 mph, R To L"
Jesús Luzardo,Miami Marlins,Cloudy,2023-05-26,6,2,0,0,0,718015,Reid Detmers,Los Angeles Angels,64,Angel Stadium,"9 mph, Out To CF"
Chris Sale,Boston Red Sox,Roof Closed,2023-05-26,7,2,0,0,0,718010,Brandon Pfaadt,Arizona Diamondbacks,77,Chase Field,"0 mph, None"
Hunter Brown,Houston Astros,Partly Cloudy,2023-05-26,5,2,0,0,0,718009,James Kaprielian,Oakland Athletics,60,Oakland Coliseum,"15 mph, Out To RF"
Mitch Keller,Pittsburgh Pirates,Clear,2023-05-26,11,6,1,1,1,718012,George Kirby,Seattle Mariners,77,T-Mobile Park,"5 mph, Out To RF"
Michael Wacha,San Diego Padres,Sunny,2023-05-27,2,3,1,0,1,718006,Luis Severino,New York Yankees,72,Yankee Stadium,"6 mph, R To L"
Jesse Scholtens,Chicago White Sox,Partly Cloudy,2023-05-27,3,7,0,0,0,718005,Michael Lorenzen,Detroit Tigers,72,Comerica Park,"6 mph, In From LF"
Chris Bassitt,Toronto Blue Jays,Sunny,2023-05-27,7,9,1,1,3,718008,Pablo López,Minnesota Twins,79,Target Field,"10 mph, Out To LF"
Andrew Heaney,Texas Rangers,Partly Cloudy,2023-05-27,5,3,0,0,0,718001,Dean Kremer,Baltimore Orioles,78,Oriole Park at Camden Yards,"9 mph, R To L"
Framber Valdez,Houston Astros,Partly Cloudy,2023-05-27,6,3,1,2,0,718003,Austin Pruitt,Oakland Athletics,62,Oakland Coliseum,"10 mph, Out To RF"
Josiah Gray,Washington Nationals,Sunny,2023-05-27,4,2,1,0,1,718000,Brady Singer,Kansas City Royals,78,Kauffman Stadium,"6 mph, R To L"
Vince Velasquez,Pittsburgh Pirates,Partly Cloudy,2023-05-27,0,5,1,0,3,718004,Luis Castillo,Seattle Mariners,60,T-Mobile Park,"2 mph, Out To LF"
Clayton Kershaw,Los Angeles Dodgers,Dome,2023-05-27,6,5,0,0,0,718002,Tyler Glasnow,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Zack Wheeler,Philadelphia Phillies,Sunny,2023-05-27,2,1,0,0,0,717997,Charlie Morton,Atlanta Braves,75,Truist Park,"9 mph, L To R"
Logan Webb,San Francisco Giants,Sunny,2023-05-27,3,1,1,1,0,717999,Corbin Burnes,Milwaukee Brewers,70,American Family Field,"5 mph, L To R"
Garrett Whitlock,Boston Red Sox,Roof Closed,2023-05-27,2,1,1,0,1,717991,Zach Davies,Arizona Diamondbacks,75,Chase Field,"0 mph, None"
Brandon Williamson,Cincinnati Reds,Partly Cloudy,2023-05-27,8,5,1,0,1,718007,Jameson Taillon,Chicago Cubs,64,Wrigley Field,"9 mph, In From LF"
Jack Flaherty,St. Louis Cardinals,Partly Cloudy,2023-05-27,2,1,0,0,0,717996,Tanner Bibee,Cleveland Guardians,67,Progressive Field,"11 mph, R To L"
Justin Verlander,New York Mets,Cloudy,2023-05-27,7,10,0,0,0,718011,Chase Anderson,Colorado Rockies,68,Coors Field,"9 mph, In From CF"
Edward Cabrera,Miami Marlins,Partly Cloudy,2023-05-27,8,5,1,1,0,717998,Shohei Ohtani,Los Angeles Angels,66,Angel Stadium,"6 mph, Out To CF"
Gavin Stone,Los Angeles Dodgers,Dome,2023-05-28,10,11,1,0,1,717994,Josh Fleming,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Cody Bradford,Texas Rangers,Partly Cloudy,2023-05-28,2,3,1,0,2,717990,Kyle Bradish,Baltimore Orioles,71,Oriole Park at Camden Yards,"3 mph, Out To RF"
Yu Darvish,San Diego Padres,Sunny,2023-05-28,7,10,1,1,1,717995,Gerrit Cole,New York Yankees,76,Yankee Stadium,"7 mph, In From RF"
Jordan Montgomery,St. Louis Cardinals,Partly Cloudy,2023-05-28,3,4,1,0,1,717993,Hunter Gaddis,Cleveland Guardians,71,Progressive Field,"6 mph, In From RF"
Dylan Cease,Chicago White Sox,Sunny,2023-05-28,5,6,0,0,0,717989,Eduardo Rodriguez,Detroit Tigers,78,Comerica Park,"9 mph, In From LF"
MacKenzie Gore,Washington Nationals,Sunny,2023-05-28,2,3,0,0,0,717985,Daniel Lynch IV,Kansas City Royals,79,Kauffman Stadium,"7 mph, R To L"
José Berríos,Toronto Blue Jays,Partly Cloudy,2023-05-28,3,0,0,0,0,717988,Bailey Ober,Minnesota Twins,78,Target Field,"8 mph, R To L"
Alex Cobb,San Francisco Giants,Sunny,2023-05-28,5,7,1,0,3,717986,Colin Rea,Milwaukee Brewers,74,American Family Field,"5 mph, In From LF"
Graham Ashcraft,Cincinnati Reds,Sunny,2023-05-28,8,5,0,0,0,717987,Drew Smyly,Chicago Cubs,69,Wrigley Field,"11 mph, In From RF"
Tylor Megill,New York Mets,Partly Cloudy,2023-05-28,10,11,0,0,0,717982,Austin Gomber,Colorado Rockies,76,Coors Field,"5 mph, Out To LF"
Cristian Javier,Houston Astros,Overcast,2023-05-28,10,1,1,1,1,717980,Ken Waldichuk,Oakland Athletics,59,Oakland Coliseum,"13 mph, Out To RF"
Eury Pérez,Miami Marlins,Cloudy,2023-05-28,2,0,0,0,0,717984,Patrick Sandoval,Los Angeles Angels,68,Angel Stadium,"4 mph, Out To CF"
Tanner Houck,Boston Red Sox,Roof Closed,2023-05-28,2,4,1,0,3,717981,Merrill Kelly,Arizona Diamondbacks,76,Chase Field,"0 mph, None"
Luis Ortiz,Pittsburgh Pirates,Cloudy,2023-05-28,3,6,1,0,1,717983,Marco Gonzales,Seattle Mariners,56,T-Mobile Park,"6 mph, Out To RF"
Dylan Covey,Philadelphia Phillies,Partly Cloudy,2023-05-28,4,11,1,0,7,717992,Spencer Strider,Atlanta Braves,77,Truist Park,"11 mph, Out To LF"
Logan Allen,Cleveland Guardians,Overcast,2023-05-29,5,0,0,0,0,717974,Tyler Wells,Baltimore Orioles,81,Oriole Park at Camden Yards,"3 mph, In From RF"
Nathan Eovaldi,Texas Rangers,Sunny,2023-05-29,5,0,0,0,0,717979,Matthew Boyd,Detroit Tigers,80,Comerica Park,"6 mph, L To R"
Josh Staumont,Kansas City Royals,Partly Cloudy,2023-05-29,7,0,0,0,0,717975,Adam Wainwright,St. Louis Cardinals,85,Busch Stadium,"3 mph, L To R"
Taj Bradley,Tampa Bay Rays,Sunny,2023-05-29,0,1,0,0,0,717976,Marcus Stroman,Chicago Cubs,71,Wrigley Field,"9 mph, In From LF"
Karl Kauffmann,Colorado Rockies,Roof Closed,2023-05-29,5,7,1,1,0,717977,Ryne Nelson,Arizona Diamondbacks,75,Chase Field,"0 mph, None"
Sonny Gray,Minnesota Twins,Roof Closed,2023-05-29,7,5,0,0,0,717968,J.P. France,Houston Astros,73,Minute Maid Park,"0 mph, None"
Rich Hill,Pittsburgh Pirates,Partly Cloudy,2023-05-29,4,14,0,0,0,717978,Anthony DeSclafani,San Francisco Giants,64,Oracle Park,"15 mph, Out To CF"
Michael Soroka,Atlanta Braves,Partly Cloudy,2023-05-29,2,7,1,1,0,717970,Paul Blackburn,Oakland Athletics,65,Oakland Coliseum,"18 mph, Out To RF"
Griffin Canning,Los Angeles Angels,Cloudy,2023-05-29,6,4,1,4,1,717971,Michael Kopech,Chicago White Sox,74,Guaranteed Rate Field,"3 mph, In From LF"
Trevor Williams,Washington Nationals,Partly Cloudy,2023-05-29,1,6,0,0,0,717973,Bobby Miller,Los Angeles Dodgers,66,Dodger Stadium,"6 mph, Out To CF"
Domingo Germán,New York Yankees,Clear,2023-05-29,10,4,0,0,0,717969,Bryce Miller,Seattle Mariners,68,T-Mobile Park,"4 mph, In From LF"
Martín Pérez,Texas Rangers,Clear,2023-05-30,10,6,0,0,0,717964,Alex Faedo,Detroit Tigers,86,Comerica Park,"11 mph, In From CF"
Ryan Weathers,San Diego Padres,Roof Closed,2023-05-30,9,4,0,0,0,717963,Sandy Alcantara,Miami Marlins,72,loanDepot park,"0 mph, None"
Cal Quantrill,Cleveland Guardians,Partly Cloudy,2023-05-30,5,8,1,0,2,717967,Kyle Gibson,Baltimore Orioles,73,Oriole Park at Camden Yards,"9 mph, R To L"
Adrian Houser,Milwaukee Brewers,Clear,2023-05-30,2,7,1,2,4,717965,Yusei Kikuchi,Toronto Blue Jays,73,Rogers Centre,"14 mph, R To L"
Ben Lively,Cincinnati Reds,Clear,2023-05-30,9,8,0,0,0,717966,Brayan Bello,Boston Red Sox,65,Fenway Park,"3 mph, R To L"
Ranger Suárez,Philadelphia Phillies,Clear,2023-05-30,0,2,0,0,0,717962,Kodai Senga,New York Mets,65,Citi Field,"7 mph, In From RF"
Zack Greinke,Kansas City Royals,Partly Cloudy,2023-05-30,1,2,0,0,0,717960,Miles Mikolas,St. Louis Cardinals,88,Busch Stadium,"7 mph, Out To LF"
Shane McClanahan,Tampa Bay Rays,Partly Cloudy,2023-05-30,1,2,1,0,1,717961,Kyle Hendricks,Chicago Cubs,71,Wrigley Field,"4 mph, In From CF"
Joe Ryan,Minnesota Twins,Roof Closed,2023-05-30,1,5,0,0,0,717956,Brandon Bielak,Houston Astros,73,Minute Maid Park,"0 mph, None"
Tyler Anderson,Los Angeles Angels,Clear,2023-05-30,3,7,1,1,1,717959,Lucas Giolito,Chicago White Sox,73,Guaranteed Rate Field,"9 mph, In From LF"
Kyle Freeland,Colorado Rockies,Clear,2023-05-30,1,5,1,0,3,717955,Zac Gallen,Arizona Diamondbacks,92,Chase Field,"7 mph, Out To RF"
Bryce Elder,Atlanta Braves,Partly Cloudy,2023-05-30,1,2,0,0,0,717958,JP Sears,Oakland Athletics,60,Oakland Coliseum,"12 mph, Out To RF"
Nestor Cortes,New York Yankees,Clear,2023-05-30,10,2,1,3,0,717952,Logan Gilbert,Seattle Mariners,60,T-Mobile Park,"7 mph, L To R"
Johan Oviedo,Pittsburgh Pirates,Clear,2023-05-30,2,1,1,1,1,717972,John Brebbia,San Francisco Giants,60,Oracle Park,"17 mph, Varies"
Jake Irvin,Washington Nationals,Partly Cloudy,2023-05-30,3,9,0,0,0,717957,Tony Gonsolin,Los Angeles Dodgers,64,Dodger Stadium,"6 mph, Out To RF"
Dane Dunning,Texas Rangers,Sunny,2023-05-31,2,3,0,0,0,717951,Joey Wentz,Detroit Tigers,85,Comerica Park,"8 mph, In From CF"
Jaime Barria,Los Angeles Angels,Partly Cloudy,2023-05-31,12,5,1,2,0,717943,Lance Lynn,Chicago White Sox,84,Guaranteed Rate Field,"11 mph, Out To RF"
Zach Eflin,Tampa Bay Rays,Sunny,2023-05-31,4,3,1,0,2,717950,Justin Steele,Chicago Cubs,83,Wrigley Field,"8 mph, R To L"
Shane Bieber,Cleveland Guardians,Sunny,2023-05-31,12,8,1,1,0,717946,Keegan Akin,Baltimore Orioles,79,Oriole Park at Camden Yards,"6 mph, Out To LF"
Jared Shuster,Atlanta Braves,Partly Cloudy,2023-05-31,4,2,0,0,0,717949,James Kaprielian,Oakland Athletics,61,Oakland Coliseum,"12 mph, Out To RF"
Mitch Keller,Pittsburgh Pirates,Cloudy,2023-05-31,9,4,0,0,0,717953,Alex Wood,San Francisco Giants,60,Oracle Park,"14 mph, Varies"
Patrick Corbin,Washington Nationals,Cloudy,2023-05-31,10,6,1,0,3,717954,Noah Syndergaard,Los Angeles Dodgers,65,Dodger Stadium,"2 mph, Calm"
Blake Snell,San Diego Padres,Roof Closed,2023-05-31,1,2,0,0,0,717945,Braxton Garrett,Miami Marlins,72,loanDepot park,"0 mph, None"
Julio Teheran,Milwaukee Brewers,Clear,2023-05-31,4,2,0,0,0,717947,Alek Manoah,Toronto Blue Jays,75,Rogers Centre,"4 mph, L To R"
Luke Weaver,Cincinnati Reds,Clear,2023-05-31,5,4,0,0,0,717948,James Paxton,Boston Red Sox,79,Fenway Park,"2 mph, In From CF"
Aaron Nola,Philadelphia Phillies,Clear,2023-05-31,1,4,0,0,0,717944,Carlos Carrasco,New York Mets,69,Citi Field,"7 mph, Out To LF"
Louis Varland,Minnesota Twins,Roof Closed,2023-05-31,8,2,0,0,0,717938,Hunter Brown,Houston Astros,73,Minute Maid Park,"0 mph, None"
Dinelson Lamet,Colorado Rockies,Partly Cloudy,2023-05-31,0,6,1,0,3,717940,Tommy Henry,Arizona Diamondbacks,87,Chase Field,"7 mph, Out To RF"
Clarke Schmidt,New York Yankees,Cloudy,2023-05-31,0,1,0,0,0,717939,George Kirby,Seattle Mariners,60,T-Mobile Park,"8 mph, In From LF"
Freddy Peralta,Milwaukee Brewers,Sunny,2023-06-01,1,3,1,0,3,717942,Kevin Gausman,Toronto Blue Jays,75,Rogers Centre,"6 mph, Out To RF"
Taijuan Walker,Philadelphia Phillies,Sunny,2023-06-01,2,4,1,2,0,717934,Max Scherzer,New York Mets,82,Citi Field,"4 mph, Out To LF"
Joe Musgrove,San Diego Padres,Roof Closed,2023-06-01,10,1,0,0,0,717941,Jesús Luzardo,Miami Marlins,72,loanDepot park,"0 mph, None"
Connor Seabold,Colorado Rockies,Roof Closed,2023-06-01,4,5,0,0,0,717933,Zach Davies,Arizona Diamondbacks,74,Chase Field,"0 mph, None"
Hunter Greene,Cincinnati Reds,Clear,2023-06-01,2,8,0,0,0,717932,Chris Sale,Boston Red Sox,85,Fenway Park,"4 mph, Out To LF"
Tanner Bibee,Cleveland Guardians,Partly Cloudy,2023-06-01,6,7,0,0,0,717937,Pablo López,Minnesota Twins,85,Target Field,"10 mph, R To L"
Reid Detmers,Los Angeles Angels,Roof Closed,2023-06-01,2,5,0,0,0,717936,Ronel Blanco,Houston Astros,73,Minute Maid Park,"0 mph, None"
Corbin Burnes,Milwaukee Brewers,Clear,2023-06-02,5,4,0,0,0,717931,Brandon Williamson,Cincinnati Reds,92,Great American Ball Park,"8 mph, In From LF"
Shintaro Fujinami,Oakland Athletics,Roof Closed,2023-06-02,0,4,1,0,2,717927,Edward Cabrera,Miami Marlins,72,loanDepot park,"0 mph, None"
Jack Flaherty,St. Louis Cardinals,Partly Cloudy,2023-06-02,5,7,0,0,0,717930,Roansy Contreras,Pittsburgh Pirates,90,PNC Park,"7 mph, In From CF"
Zack Wheeler,Philadelphia Phillies,Partly Cloudy,2023-06-02,7,8,1,0,2,717935,Josiah Gray,Washington Nationals,90,Nationals Park,"7 mph, In From RF"
Chris Bassitt,Toronto Blue Jays,Partly Cloudy,2023-06-02,3,0,1,1,0,717929,Justin Verlander,New York Mets,73,Citi Field,"2 mph, R To L"
Luis Castillo,Seattle Mariners,Roof Closed,2023-06-02,0,2,0,0,0,717922,Jon Gray,Texas Rangers,74,Globe Life Field,"0 mph, None"
Shohei Ohtani,Los Angeles Angels,Roof Closed,2023-06-02,2,6,1,0,2,717926,Framber Valdez,Houston Astros,73,Minute Maid Park,"0 mph, None"
Chase Anderson,Colorado Rockies,Partly Cloudy,2023-06-02,7,2,1,1,0,717923,Jordan Lyles,Kansas City Royals,84,Kauffman Stadium,"6 mph, R To L"
Aaron Civale,Cleveland Guardians,Partly Cloudy,2023-06-02,0,1,0,0,0,717924,Bailey Ober,Minnesota Twins,83,Target Field,"6 mph, In From CF"
Reese Olson,Detroit Tigers,Clear,2023-06-02,0,3,0,0,0,717925,Mike Clevinger,Chicago White Sox,76,Guaranteed Rate Field,"10 mph, L To R"
Jameson Taillon,Chicago Cubs,Partly Cloudy,2023-06-02,2,1,0,0,0,717921,Michael Wacha,San Diego Padres,66,Petco Park,"9 mph, L To R"
Charlie Morton,Atlanta Braves,Clear,2023-06-02,2,3,1,0,2,717919,Merrill Kelly,Arizona Diamondbacks,93,Chase Field,"2 mph, Calm"
Luis Severino,New York Yankees,Clear,2023-06-02,4,8,1,0,6,717917,Clayton Kershaw,Los Angeles Dodgers,67,Dodger Stadium,"9 mph, Out To RF"
Dean Kremer,Baltimore Orioles,Clear,2023-06-02,3,2,1,0,1,717920,Logan Webb,San Francisco Giants,60,Oracle Park,"15 mph, Varies"
Trevor Kelley,Tampa Bay Rays,Drizzle,2023-06-03,5,8,0,0,0,717918,Garrett Whitlock,Boston Red Sox,52,Fenway Park,"8 mph, L To R"
Tyler Glasnow,Tampa Bay Rays,Drizzle,2023-06-03,4,2,0,0,0,717885,Kutter Crawford,Boston Red Sox,48,Fenway Park,"16 mph, In From LF"
Michael Lorenzen,Detroit Tigers,Sunny,2023-06-03,1,2,0,0,0,717915,Dylan Cease,Chicago White Sox,79,Guaranteed Rate Field,"12 mph, L To R"
Jordan Montgomery,St. Louis Cardinals,Partly Cloudy,2023-06-03,3,4,0,0,0,717907,Luis Ortiz,Pittsburgh Pirates,90,PNC Park,"8 mph, L To R"
Bryan Woo,Seattle Mariners,Roof Closed,2023-06-03,6,16,1,1,3,717912,Andrew Heaney,Texas Rangers,72,Globe Life Field,"0 mph, None"
Matt Strahm,Philadelphia Phillies,Cloudy,2023-06-03,4,2,0,0,0,717914,MacKenzie Gore,Washington Nationals,79,Nationals Park,"14 mph, In From RF"
Patrick Sandoval,Los Angeles Angels,Roof Closed,2023-06-03,6,9,1,0,1,717908,Cristian Javier,Houston Astros,73,Minute Maid Park,"0 mph, None"
Austin Gomber,Colorado Rockies,Partly Cloudy,2023-06-03,6,4,1,5,1,717909,Daniel Lynch IV,Kansas City Royals,89,Kauffman Stadium,"6 mph, R To L"
José Berríos,Toronto Blue Jays,Cloudy,2023-06-03,2,1,0,0,0,717910,Tylor Megill,New York Mets,65,Citi Field,"5 mph, In From RF"
Luis Medina,Oakland Athletics,Roof Closed,2023-06-03,1,12,0,0,0,717911,Eury Pérez,Miami Marlins,72,loanDepot park,"0 mph, None"
Colin Rea,Milwaukee Brewers,Cloudy,2023-06-03,10,8,1,1,1,717906,Graham Ashcraft,Cincinnati Reds,91,Great American Ball Park,"7 mph, L To R"
Logan Allen,Cleveland Guardians,Clear,2023-06-03,4,2,1,0,1,717913,Sonny Gray,Minnesota Twins,88,Target Field,"7 mph, In From CF"
Gerrit Cole,New York Yankees,Sunny,2023-06-03,6,3,0,0,0,717905,Michael Grove,Los Angeles Dodgers,72,Dodger Stadium,"8 mph, Out To RF"
Kyle Bradish,Baltimore Orioles,Partly Cloudy,2023-06-03,0,4,0,0,0,717916,Alex Cobb,San Francisco Giants,62,Oracle Park,"15 mph, Out To CF"
Drew Smyly,Chicago Cubs,Partly Cloudy,2023-06-03,0,6,0,0,0,717903,Yu Darvish,San Diego Padres,65,Petco Park,"9 mph, L To R"
Spencer Strider,Atlanta Braves,Roof Closed,2023-06-03,5,2,0,0,0,717901,Ryne Nelson,Arizona Diamondbacks,76,Chase Field,"0 mph, None"
Miles Mikolas,St. Louis Cardinals,Partly Cloudy,2023-06-04,1,2,1,0,2,717898,Rich Hill,Pittsburgh Pirates,73,PNC Park,"9 mph, In From CF"
Taj Bradley,Tampa Bay Rays,Overcast,2023-06-04,6,2,0,0,0,717904,Tanner Houck,Boston Red Sox,52,Fenway Park,"11 mph, In From CF"
Ranger Suárez,Philadelphia Phillies,Cloudy,2023-06-04,11,3,0,0,0,717902,Trevor Williams,Washington Nationals,69,Nationals Park,"1 mph, Out To RF"
Yusei Kikuchi,Toronto Blue Jays,Cloudy,2023-06-04,6,4,0,0,0,717900,Kodai Senga,New York Mets,64,Citi Field,"5 mph, In From LF"
Paul Blackburn,Oakland Athletics,Roof Closed,2023-06-04,5,7,0,0,0,717896,Sandy Alcantara,Miami Marlins,72,loanDepot park,"0 mph, None"
Adrian Houser,Milwaukee Brewers,Partly Cloudy,2023-06-04,5,1,1,3,0,717897,Ben Lively,Cincinnati Reds,81,Great American Ball Park,"8 mph, R To L"
Griffin Canning,Los Angeles Angels,Roof Closed,2023-06-04,2,1,0,0,0,717899,J.P. France,Houston Astros,73,Minute Maid Park,"0 mph, None"
Kyle Freeland,Colorado Rockies,Sunny,2023-06-04,0,2,0,0,0,717893,Brady Singer,Kansas City Royals,88,Kauffman Stadium,"8 mph, In From RF"
Triston McKenzie,Cleveland Guardians,Partly Cloudy,2023-06-04,2,1,0,0,0,717895,Joe Ryan,Minnesota Twins,85,Target Field,"6 mph, In From CF"
Matthew Boyd,Detroit Tigers,Overcast,2023-06-04,2,6,0,0,0,717891,Michael Kopech,Chicago White Sox,71,Guaranteed Rate Field,"5 mph, L To R"
Bryce Miller,Seattle Mariners,Roof Closed,2023-06-04,3,12,1,0,2,717894,Nathan Eovaldi,Texas Rangers,74,Globe Life Field,"0 mph, None"
Tyler Wells,Baltimore Orioles,Sunny,2023-06-04,8,3,0,0,0,717890,Anthony DeSclafani,San Francisco Giants,62,Oracle Park,"9 mph, Out To CF"
Michael Soroka,Atlanta Braves,Roof Closed,2023-06-04,8,5,0,0,0,717892,Zac Gallen,Arizona Diamondbacks,77,Chase Field,"0 mph, None"
Marcus Stroman,Chicago Cubs,Sunny,2023-06-04,7,1,1,1,0,717889,Ryan Weathers,San Diego Padres,66,Petco Park,"8 mph, Varies"
